id,date,awnd,prcp,snow,snwd,tmax,tmin,tsun,wdf2,wdf5,wsf2,wsf5,wt01,wt02,wt03,wt04,wt06,wt08
USW00094728,2020-01-01,38,0,0,0,50,11,NA,270,260,76,130,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-02,24,0,0,0,94,6,NA,230,220,58,98,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-03,15,38,0,0,94,67,NA,250,230,45,67,1,NA,NA,NA,NA,1
USW00094728,2020-01-04,20,69,0,0,106,50,NA,300,330,67,107,1,1,NA,NA,NA,NA
USW00094728,2020-01-05,51,0,0,0,56,17,NA,300,300,112,192,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-06,27,10,5,0,72,0,NA,250,230,72,103,1,NA,NA,NA,NA,NA
USW00094728,2020-01-07,23,0,0,0,72,22,NA,230,240,72,121,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-08,43,0,0,0,56,-21,NA,270,280,94,157,NA,NA,NA,NA,NA,1
USW00094728,2020-01-09,20,0,0,0,11,-49,NA,300,290,76,116,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-10,28,0,0,0,128,6,NA,240,220,63,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-11,24,0,0,0,206,106,NA,230,210,67,130,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-12,39,13,0,0,200,61,NA,260,240,98,152,1,NA,NA,NA,NA,NA
USW00094728,2020-01-13,20,0,0,0,78,28,NA,50,70,63,81,NA,NA,NA,NA,NA,1
USW00094728,2020-01-14,17,18,0,0,78,39,NA,140,140,54,63,1,NA,NA,NA,NA,NA
USW00094728,2020-01-15,23,0,0,0,100,50,NA,270,270,58,89,1,NA,NA,NA,NA,1
USW00094728,2020-01-16,46,28,0,0,94,6,NA,290,270,98,179,1,NA,NA,NA,NA,1
USW00094728,2020-01-17,48,0,0,0,6,-60,NA,300,310,107,188,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-18,22,94,53,0,28,-66,NA,250,230,76,116,1,1,NA,NA,NA,1
USW00094728,2020-01-19,40,0,0,30,61,-27,NA,270,300,76,121,1,NA,NA,NA,NA,NA
USW00094728,2020-01-20,35,0,0,0,-5,-66,NA,300,300,81,130,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-21,19,0,0,0,6,-66,NA,360,300,58,85,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-22,NA,0,0,0,33,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-23,NA,0,0,0,83,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-24,NA,0,0,0,106,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-25,NA,216,0,0,106,33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-01-26,NA,0,0,0,78,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-27,28,0,0,0,72,28,NA,300,310,45,76,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-28,38,0,0,0,61,28,NA,300,290,67,125,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-29,30,0,0,0,50,-5,NA,10,310,63,107,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-30,19,0,0,0,33,-38,NA,40,20,58,76,NA,NA,NA,NA,NA,NA
USW00094728,2020-01-31,17,5,0,0,67,6,NA,110,130,36,49,1,NA,NA,NA,NA,NA
USW00094728,2020-02-01,9,0,0,0,61,28,NA,300,300,36,45,1,NA,NA,NA,NA,1
USW00094728,2020-02-02,22,18,0,0,72,17,NA,230,240,81,121,1,NA,NA,NA,NA,NA
USW00094728,2020-02-03,25,0,0,0,139,28,NA,250,260,63,81,1,NA,NA,NA,NA,NA
USW00094728,2020-02-04,15,0,0,0,161,61,NA,230,240,40,67,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-05,26,0,0,0,128,39,NA,360,20,63,89,1,NA,NA,NA,NA,NA
USW00094728,2020-02-06,31,130,0,0,50,17,NA,60,40,67,85,1,NA,NA,NA,NA,NA
USW00094728,2020-02-07,43,64,0,0,133,6,NA,280,290,107,206,1,NA,NA,NA,NA,NA
USW00094728,2020-02-08,33,0,0,0,50,-10,NA,290,270,81,125,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-09,26,0,0,0,67,-5,NA,250,250,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-10,28,94,0,0,83,56,NA,230,240,63,103,1,NA,NA,NA,NA,NA
USW00094728,2020-02-11,16,71,0,0,89,61,NA,300,300,63,94,1,NA,NA,NA,NA,NA
USW00094728,2020-02-12,24,33,0,0,78,28,NA,300,300,72,121,1,NA,NA,NA,NA,NA
USW00094728,2020-02-13,19,99,0,0,67,28,NA,290,280,63,112,1,NA,NA,NA,NA,NA
USW00094728,2020-02-14,33,0,0,0,44,-77,NA,300,300,89,143,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-15,22,0,0,0,-5,-99,NA,220,240,76,107,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-16,25,0,0,0,67,-10,NA,220,220,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-17,23,0,0,0,106,33,NA,50,50,76,121,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-18,28,0,0,0,83,33,NA,80,100,67,94,1,NA,NA,NA,NA,1
USW00094728,2020-02-19,33,0,0,0,89,0,NA,300,310,76,121,1,NA,NA,NA,NA,1
USW00094728,2020-02-20,26,0,0,0,17,-32,NA,260,340,67,98,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-21,24,0,0,0,17,-66,NA,350,330,67,94,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-22,28,0,0,0,100,-10,NA,240,220,63,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-23,20,0,0,0,133,39,NA,230,230,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-24,13,0,0,0,167,50,NA,140,140,54,67,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-25,17,36,0,0,117,78,NA,60,220,54,76,1,NA,NA,NA,NA,1
USW00094728,2020-02-26,32,0,0,0,89,61,NA,100,120,63,103,1,NA,NA,NA,NA,NA
USW00094728,2020-02-27,57,102,0,0,61,-5,NA,280,290,125,197,1,NA,NA,NA,NA,NA
USW00094728,2020-02-28,44,0,0,0,56,-16,NA,270,230,94,152,NA,NA,NA,NA,NA,NA
USW00094728,2020-02-29,39,0,0,0,17,-38,NA,300,330,81,134,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-01,27,0,0,0,67,-38,NA,280,270,67,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-02,29,0,0,0,144,44,NA,220,220,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-03,27,66,0,0,150,94,NA,260,280,89,143,1,NA,NA,NA,NA,NA
USW00094728,2020-03-04,46,0,0,0,133,72,NA,280,280,98,157,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-05,24,0,0,0,106,39,NA,300,310,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-06,34,94,0,0,72,28,NA,30,30,76,130,1,NA,NA,NA,NA,NA
USW00094728,2020-03-07,34,0,0,0,89,22,NA,20,10,76,125,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-08,30,0,0,0,150,17,NA,240,240,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-09,33,0,0,0,222,83,NA,240,230,67,125,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-10,34,0,0,0,183,122,NA,240,240,76,121,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-11,21,0,0,0,139,61,NA,310,310,76,116,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-12,23,8,0,0,100,61,NA,60,50,54,72,1,NA,NA,NA,NA,NA
USW00094728,2020-03-13,39,66,0,0,211,72,NA,250,260,94,148,1,NA,NA,NA,NA,NA
USW00094728,2020-03-14,33,0,0,0,139,61,NA,300,310,81,134,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-15,28,0,0,0,122,44,NA,30,20,67,98,NA,NA,NA,NA,NA,1
USW00094728,2020-03-16,40,0,0,0,72,6,NA,40,40,72,116,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-17,19,41,0,0,122,50,NA,260,250,63,94,1,NA,NA,NA,NA,1
USW00094728,2020-03-18,20,0,0,0,122,50,NA,140,150,58,85,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-19,21,236,0,0,111,50,NA,70,60,72,94,1,NA,NA,NA,NA,NA
USW00094728,2020-03-20,26,0,0,0,250,83,NA,280,250,81,152,1,NA,NA,NA,NA,1
USW00094728,2020-03-21,35,0,0,0,183,44,NA,40,50,72,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-22,45,0,0,0,72,6,NA,50,20,76,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-23,41,295,0,0,50,22,NA,40,30,89,139,1,NA,NA,NA,NA,NA
USW00094728,2020-03-24,30,0,0,0,128,22,NA,40,300,67,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-25,44,3,0,0,72,44,NA,50,60,98,148,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-26,20,0,0,0,156,33,NA,50,220,63,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-27,22,0,0,0,206,100,NA,60,20,58,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-03-28,33,114,0,0,122,67,NA,70,70,76,112,1,NA,NA,NA,NA,NA
USW00094728,2020-03-29,52,13,0,0,83,67,NA,60,40,94,130,1,NA,NA,NA,NA,NA
USW00094728,2020-03-30,21,10,0,0,111,50,NA,50,50,58,72,1,NA,NA,NA,NA,NA
USW00094728,2020-03-31,30,15,0,0,94,50,NA,50,40,72,94,1,NA,NA,NA,NA,NA
USW00094728,2020-04-01,34,0,0,0,133,33,NA,50,40,76,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-02,42,0,0,0,144,33,NA,300,280,94,157,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-03,39,33,0,0,111,72,NA,10,20,76,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-04,19,5,0,0,167,78,NA,40,30,67,103,1,NA,NA,NA,NA,NA
USW00094728,2020-04-05,11,0,0,0,183,83,NA,140,150,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-06,26,18,0,0,189,94,NA,310,320,58,85,1,NA,NA,NA,NA,NA
USW00094728,2020-04-07,17,0,0,0,200,111,NA,150,150,67,94,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-08,17,51,0,0,178,94,NA,350,240,45,72,1,NA,NA,NA,NA,1
USW00094728,2020-04-09,35,30,0,0,150,61,NA,300,300,107,174,1,NA,1,NA,NA,NA
USW00094728,2020-04-10,45,3,0,0,94,28,NA,280,290,112,174,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-11,40,0,0,0,133,33,NA,270,300,81,116,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-12,26,0,0,0,172,67,NA,150,150,72,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-13,35,488,0,0,194,117,NA,160,200,81,170,1,NA,NA,NA,NA,NA
USW00094728,2020-04-14,28,0,0,0,156,83,NA,300,280,67,107,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-15,28,0,0,0,122,56,NA,270,270,63,112,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-16,41,0,0,0,100,33,NA,270,280,76,134,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-17,24,18,0,0,106,22,NA,220,220,63,98,1,NA,NA,NA,NA,NA
USW00094728,2020-04-18,26,56,0,0,78,50,NA,360,10,63,89,1,NA,NA,NA,NA,NA
USW00094728,2020-04-19,33,0,0,0,172,44,NA,230,200,67,116,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-20,21,0,0,0,139,89,NA,40,50,58,94,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-21,32,46,0,0,161,39,NA,280,280,103,161,1,NA,1,NA,NA,NA
USW00094728,2020-04-22,36,0,0,0,106,22,NA,280,260,89,139,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-23,17,33,0,0,111,44,NA,50,110,40,67,1,NA,NA,NA,NA,NA
USW00094728,2020-04-24,32,122,0,0,94,56,NA,50,70,76,125,1,NA,NA,NA,NA,NA
USW00094728,2020-04-25,15,0,0,0,183,67,NA,140,160,63,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-26,47,56,0,0,106,56,NA,50,50,116,179,1,NA,NA,NA,NA,NA
USW00094728,2020-04-27,33,0,0,0,100,39,NA,360,360,72,107,1,NA,NA,NA,NA,NA
USW00094728,2020-04-28,17,0,0,0,194,50,NA,280,270,54,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-29,30,3,0,0,150,83,NA,60,80,72,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-04-30,41,180,0,0,156,94,NA,130,160,81,161,1,NA,NA,NA,NA,NA
USW00094728,2020-05-01,17,53,0,0,189,117,NA,300,300,63,103,1,NA,NA,NA,NA,NA
USW00094728,2020-05-02,27,0,0,0,228,106,NA,250,280,67,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-03,25,10,0,0,267,122,NA,220,220,63,94,1,NA,NA,NA,NA,NA
USW00094728,2020-05-04,26,0,0,0,239,100,NA,290,310,81,165,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-05,30,0,0,0,172,78,NA,280,250,63,98,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-06,25,15,0,0,111,72,NA,60,60,63,89,1,NA,NA,NA,NA,NA
USW00094728,2020-05-07,27,0,0,0,194,78,NA,290,250,63,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-08,19,114,0,0,139,22,NA,300,310,67,116,1,NA,NA,NA,NA,NA
USW00094728,2020-05-09,40,8,0,0,89,11,NA,280,280,94,161,1,NA,NA,NA,NA,NA
USW00094728,2020-05-10,33,0,0,0,178,39,NA,250,230,81,130,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-11,26,13,0,0,161,67,NA,270,240,89,161,1,NA,NA,NA,NA,NA
USW00094728,2020-05-12,35,0,0,0,150,61,NA,280,260,76,130,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-13,24,0,0,0,178,50,NA,280,280,58,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-14,10,0,0,0,194,83,NA,160,130,45,85,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-15,22,18,0,0,289,156,NA,260,220,63,103,1,NA,NA,NA,NA,1
USW00094728,2020-05-16,17,3,0,0,250,150,NA,150,250,54,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-17,14,0,0,0,206,128,NA,130,120,45,72,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-18,NA,0,0,0,211,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-19,NA,0,0,0,200,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-20,NA,0,0,0,189,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-21,NA,0,0,0,200,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-22,NA,8,0,0,250,122,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-05-23,NA,165,0,0,194,128,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
USW00094728,2020-05-24,NA,0,0,0,194,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-25,NA,0,0,0,217,128,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-05-26,NA,0,0,0,256,144,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
USW00094728,2020-05-27,NA,0,0,0,261,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
USW00094728,2020-05-28,NA,0,0,0,244,178,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-05-29,NA,8,0,0,272,194,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
USW00094728,2020-05-30,NA,5,0,0,272,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-05-31,NA,0,0,0,211,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-01,NA,0,0,0,211,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-02,NA,0,0,0,222,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-03,NA,114,0,0,261,156,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
USW00094728,2020-06-04,NA,41,0,0,289,189,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-06-05,NA,66,0,0,261,206,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
USW00094728,2020-06-06,NA,15,0,0,300,211,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
USW00094728,2020-06-07,NA,0,0,0,244,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-08,NA,0,0,0,261,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-09,NA,0,0,0,306,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-10,NA,0,0,0,294,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-11,NA,13,0,0,289,211,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-06-12,NA,0,0,0,294,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-13,NA,0,0,0,239,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-14,NA,0,0,0,233,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-15,NA,0,0,0,239,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-16,NA,0,0,0,256,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-17,NA,0,0,0,256,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-18,NA,0,0,0,250,183,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
USW00094728,2020-06-19,11,0,0,0,283,183,NA,220,220,31,54,1,NA,NA,NA,NA,NA
USW00094728,2020-06-20,8,0,0,0,300,211,NA,210,160,31,121,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-21,11,0,0,0,311,211,NA,200,210,45,107,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-22,13,0,0,0,322,222,NA,170,260,36,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-23,11,0,0,0,306,233,NA,170,260,58,107,1,NA,NA,NA,NA,1
USW00094728,2020-06-24,19,0,0,0,300,233,NA,260,280,54,76,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-25,13,0,0,0,306,222,NA,230,170,36,98,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-26,16,0,0,0,306,206,NA,260,270,40,67,NA,NA,NA,NA,NA,NA
USW00094728,2020-06-27,12,23,0,0,267,222,NA,220,210,54,94,1,NA,NA,NA,NA,NA
USW00094728,2020-06-28,10,28,0,0,322,211,NA,260,260,54,98,1,NA,1,NA,NA,NA
USW00094728,2020-06-29,15,147,0,0,306,183,NA,340,170,148,210,1,NA,1,NA,NA,NA
USW00094728,2020-06-30,14,0,0,0,267,194,NA,40,40,54,72,NA,NA,1,NA,NA,NA
USW00094728,2020-07-01,10,8,0,0,267,194,NA,70,80,54,72,NA,NA,1,NA,NA,NA
USW00094728,2020-07-02,15,0,0,0,333,200,NA,30,10,54,85,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-03,16,33,0,0,322,217,NA,50,50,67,94,1,NA,1,NA,NA,1
USW00094728,2020-07-04,20,0,0,0,306,200,NA,60,40,45,67,1,NA,NA,NA,NA,1
USW00094728,2020-07-05,11,0,0,0,333,222,NA,250,NA,45,NA,NA,NA,NA,NA,NA,1
USW00094728,2020-07-06,13,137,0,0,356,211,NA,240,230,76,139,1,NA,1,NA,NA,NA
USW00094728,2020-07-07,19,0,0,0,278,222,NA,130,120,45,67,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-08,11,5,0,0,283,239,NA,210,210,94,98,1,NA,NA,NA,NA,NA
USW00094728,2020-07-09,12,0,0,0,317,239,NA,150,210,40,76,NA,NA,NA,NA,NA,1
USW00094728,2020-07-10,32,645,0,0,250,228,NA,130,140,76,139,1,1,NA,NA,NA,NA
USW00094728,2020-07-11,15,193,0,0,283,222,NA,230,200,54,98,1,NA,NA,NA,NA,1
USW00094728,2020-07-12,22,10,0,0,306,217,NA,250,230,54,94,1,NA,NA,NA,NA,NA
USW00094728,2020-07-13,18,5,0,0,300,211,NA,270,280,58,85,1,NA,NA,NA,NA,NA
USW00094728,2020-07-14,21,0,0,0,294,211,NA,20,300,54,81,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-15,26,0,0,0,278,211,NA,50,60,58,76,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-16,17,0,0,0,256,206,NA,140,140,54,89,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-17,9,8,0,0,289,206,NA,50,170,36,103,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-18,6,0,0,0,328,222,NA,240,130,31,89,1,NA,NA,NA,NA,NA
USW00094728,2020-07-19,19,0,0,0,344,250,NA,240,260,36,121,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-20,17,0,0,0,339,272,NA,280,270,58,98,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-21,8,0,0,0,328,250,NA,250,150,40,63,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-22,13,361,0,0,333,222,NA,280,300,103,157,1,1,1,NA,NA,NA
USW00094728,2020-07-23,20,0,0,0,300,228,NA,250,230,54,81,NA,NA,NA,NA,NA,NA
USW00094728,2020-07-24,14,48,0,0,267,222,NA,60,230,58,89,1,NA,1,NA,NA,1
USW00094728,2020-07-25,17,0,0,0,311,222,NA,230,220,40,67,1,NA,NA,NA,NA,1
USW00094728,2020-07-26,24,0,0,0,333,250,NA,280,290,63,94,NA,NA,NA,NA,NA,NA
